,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250
0,830,1523,2338,2675,3041,4698,3844,2433,2272,2760,3930,3670,4411,4999,8445,6529,5725,3533,2757,1133,352,59,10,1,0
1,3791,3474,3501,4731,7374,5150,6161,6325,5476,4021,4642,5151,5760,6280,9745,10203,9156,6495,1933,1326,261,21,0,0,2
2,4236,4664,5532,6473,6975,4945,6622,5488,5551,4793,5540,4734,5852,6350,9147,8141,6707,4029,1397,312,85,23,0,0,2
3,2324,2972,3689,5273,7353,4802,3949,2636,4387,4730,4532,3940,5895,6789,9593,7905,6389,2618,872,433,58,22,1,0,0
4,2648,3255,4718,5313,5791,4559,4566,4298,3862,4909,5075,5719,5595,7346,8251,6656,4644,2312,1111,359,25,6,1,0,0
5,2208,3312,4632,6712,6961,5096,6019,6094,4282,5046,5635,5944,5777,9191,7373,5573,5153,2150,755,236,2,0,0,0,0
6,881,2086,2699,3402,4681,2580,3964,3505,3479,2665,3676,2888,4173,4931,5522,4458,3686,1939,410,137,77,0,0,0,0
7,887,1490,2311,2808,2744,1380,2290,2360,2077,1694,1988,1238,1971,3167,3827,2179,1505,913,442,189,58,0,1,0,0
8,4962,7271,13140,14185,13980,10678,11641,11269,9461,8983,7890,8136,10292,12700,12547,9882,7675,3446,1563,481,172,17,0,0,0
9,17738,32330,49774,52612,50899,43620,49081,43042,34627,30385,31875,34908,38402,51968,49162,36976,24696,10921,6574,2210,587,93,3,1,1
10,31324,54964,82008,86688,79984,65260,72584,66802,55532,50555,46534,49570,57034,81271,75934,55226,38192,18163,8805,3333,934,154,26,24,0
11,29085,47795,74588,82579,71437,63872,67976,54605,48565,43566,39471,41767,49433,68770,64703,47090,30938,14416,7774,2557,666,115,29,2,0
12,19488,34449,56299,65929,61746,49104,49843,40687,35453,31070,29310,31301,36479,45351,50652,34506,23124,10633,5486,1957,529,122,32,5,0
13,13038,17176,26122,31263,28936,22292,22679,20714,17334,15544,15222,13435,18275,22000,22052,16631,10586,4741,2456,900,156,62,34,0,0
14,2227,3851,5159,7424,6338,5119,4432,3652,2801,2602,2670,2120,2870,3260,4478,2717,1665,610,535,173,16,5,1,0,0
