distance_bin,traffic_bin,reception_probability,data_count,5k_reception_probability,2500_reception_probability,max_dist_NM
"(0, 10]","(0, 10]",0.6177248677248677,756,0.6177248677248677,0.6177248677248677,295.45608201405054
"(0, 10]","(10, 20]",0.5967908902691511,3864,0.5967908902691511,0.5967908902691511,295.45608201405054
"(0, 10]","(20, 30]",0.625064733298809,1931,0.625064733298809,0.625064733298809,295.45608201405054
"(0, 10]","(30, 40]",0.5620052770448549,1516,0.5620052770448549,0.5620052770448549,295.45608201405054
"(0, 10]","(40, 50]",0.5188008130081301,1968,0.5188008130081301,0.5188008130081301,295.45608201405054
"(0, 10]","(50, 60]",0.4761072261072261,1716,0.4761072261072261,0.4761072261072261,295.45608201405054
"(0, 10]","(60, 70]",0.5212765957446809,94,0.5212765957446809,0.5212765957446809,295.45608201405054
"(0, 10]","(70, 80]",0.591304347826087,115,0.591304347826087,0.591304347826087,295.45608201405054
"(0, 10]","(80, 90]",0.36923076923076925,130,0.36923076923076925,0.36923076923076925,295.45608201405054
"(0, 10]","(90, 100]",0.47,200,0.47,0.47,295.45608201405054
"(0, 10]","(100, 110]",0.4227129337539432,317,0.4227129337539432,0.4227129337539432,295.45608201405054
"(0, 10]","(110, 120]",0.3732394366197183,142,0.3732394366197183,0.3732394366197183,295.45608201405054
"(0, 10]","(120, 130]",0.3814814814814815,270,0.3814814814814815,0.3814814814814815,295.45608201405054
"(0, 10]","(130, 140]",0.4197080291970803,548,0.4197080291970803,0.4197080291970803,295.45608201405054
"(0, 10]","(140, 150]",0.4306976744186046,1075,0.4306976744186046,0.4306976744186046,295.45608201405054
"(0, 10]","(150, 160]",0.3963730569948187,1158,0.3963730569948187,0.3963730569948187,295.45608201405054
"(0, 10]","(160, 170]",0.3418332184700207,1451,0.3418332184700207,0.3418332184700207,295.45608201405054
"(0, 10]","(170, 180]",0.3536789297658863,1196,0.3536789297658863,0.3536789297658863,295.45608201405054
"(0, 10]","(180, 190]",0.3964153927253558,1897,0.3964153927253558,0.3964153927253558,295.45608201405054
"(0, 10]","(190, 200]",0.39555555555555555,1800,0.39555555555555555,0.39555555555555555,295.45608201405054
"(0, 10]","(200, 210]",0.42580164056674125,1341,0.42580164056674125,0.42580164056674125,295.45608201405054
"(0, 10]","(210, 220]",0.4,435,0.4,0.4,295.45608201405054
"(0, 10]","(220, 230]",0.4930555555555556,288,0.4930555555555556,0.4930555555555556,295.45608201405054
"(0, 10]","(230, 240]",0.15789473684210525,19,0.15789473684210525,0.15789473684210525,295.45608201405054
"(0, 10]","(250, 260]",0.29411764705882354,17,0.29411764705882354,0.29411764705882354,295.45608201405054
"(0, 10]","(260, 270]",0.4090909090909091,22,0.4090909090909091,0.4090909090909091,295.45608201405054
"(0, 10]","(270, 280]",0.17391304347826086,23,0.17391304347826086,0.17391304347826086,295.45608201405054
"(10, 20]","(0, 10]",0.77518327450448,3683,0.77518327450448,0.77518327450448,295.45608201405054
"(10, 20]","(10, 20]",0.7597431602456728,17910,0.7576,0.7612,295.45608201405054
"(10, 20]","(20, 30]",0.7427616926503341,11674,0.742,0.7636,295.45608201405054
"(10, 20]","(30, 40]",0.7183869897112513,6026,0.7214,0.718,295.45608201405054
"(10, 20]","(40, 50]",0.6918119787717968,7914,0.689,0.6752,295.45608201405054
"(10, 20]","(50, 60]",0.6616363636363637,5500,0.663,0.6544,295.45608201405054
"(10, 20]","(60, 70]",0.5797186400937866,1706,0.5797186400937866,0.5797186400937866,295.45608201405054
"(10, 20]","(70, 80]",0.6618181818181819,550,0.6618181818181819,0.6618181818181819,295.45608201405054
"(10, 20]","(80, 90]",0.7093235831809872,547,0.7093235831809872,0.7093235831809872,295.45608201405054
"(10, 20]","(90, 100]",0.6707152496626181,741,0.6707152496626181,0.6707152496626181,295.45608201405054
"(10, 20]","(100, 110]",0.5759433962264151,2120,0.5759433962264151,0.5759433962264151,295.45608201405054
"(10, 20]","(110, 120]",0.5312947921643574,2093,0.5312947921643574,0.5312947921643574,295.45608201405054
"(10, 20]","(120, 130]",0.5886259858862598,2409,0.5886259858862598,0.5886259858862598,295.45608201405054
"(10, 20]","(130, 140]",0.5497861942577886,3274,0.5497861942577886,0.5497861942577886,295.45608201405054
"(10, 20]","(140, 150]",0.525325388113533,6377,0.5242,0.5164,295.45608201405054
