distance_bin,traffic_bin,reception_probability,data_count,5k_reception_probability,2500_reception_probability,max_dist_NM
"(0, 10]","(0, 10]",0.8920071845532106,4454,0.8920071845532106,0.8920071845532106,290.0611428372958
"(0, 10]","(10, 20]",0.8681564245810056,4475,0.8681564245810056,0.8681564245810056,290.0611428372958
"(0, 10]","(20, 30]",0.9204824659370114,4477,0.9204824659370114,0.9204824659370114,290.0611428372958
"(0, 10]","(30, 40]",0.8672839506172839,3564,0.8672839506172839,0.8672839506172839,290.0611428372958
"(0, 10]","(50, 60]",0.7489539748953975,239,0.7489539748953975,0.7489539748953975,290.0611428372958
"(0, 10]","(60, 70]",0.7604690117252931,597,0.7604690117252931,0.7604690117252931,290.0611428372958
"(0, 10]","(70, 80]",0.7359444093493367,1583,0.7359444093493367,0.7359444093493367,290.0611428372958
"(0, 10]","(80, 90]",0.7951052931132613,1757,0.7951052931132613,0.7951052931132613,290.0611428372958
"(0, 10]","(90, 100]",0.8008699855002417,4138,0.8008699855002417,0.8008699855002417,290.0611428372958
"(0, 10]","(100, 110]",0.719202403714832,3661,0.719202403714832,0.719202403714832,290.0611428372958
"(0, 10]","(110, 120]",0.6871609403254972,3318,0.6871609403254972,0.6871609403254972,290.0611428372958
"(0, 10]","(120, 130]",0.7524384579656294,6459,0.7524,0.738,290.0611428372958
"(0, 10]","(130, 140]",0.7463327370304115,8385,0.755,0.754,290.0611428372958
"(0, 10]","(140, 150]",0.7493588249009093,8578,0.743,0.734,290.0611428372958
"(0, 10]","(150, 160]",0.7876895628902766,6726,0.784,0.778,290.0611428372958
"(0, 10]","(160, 170]",0.73,2000,0.73,0.73,290.0611428372958
"(0, 10]","(170, 180]",0.7439024390243902,164,0.7439024390243902,0.7439024390243902,290.0611428372958
"(0, 10]","(180, 190]",0.826879271070615,439,0.826879271070615,0.826879271070615,290.0611428372958
"(0, 10]","(190, 200]",0.6137931034482759,145,0.6137931034482759,0.6137931034482759,290.0611428372958
"(0, 10]","(200, 210]",0.7346938775510204,49,0.7346938775510204,0.7346938775510204,290.0611428372958
"(0, 10]","(220, 230]",0.8275862068965517,319,0.8275862068965517,0.8275862068965517,290.0611428372958
"(0, 10]","(250, 260]",0.8,85,0.8,0.8,290.0611428372958
"(0, 10]","(260, 270]",0.69140625,256,0.69140625,0.69140625,290.0611428372958
"(10, 20]","(0, 10]",0.8996865203761756,14993,0.903,0.9,290.0611428372958
"(10, 20]","(10, 20]",0.898342389435312,14539,0.8952,0.8952,290.0611428372958
"(10, 20]","(20, 30]",0.8949557042126198,11062,0.893,0.8956,290.0611428372958
"(10, 20]","(30, 40]",0.8860069387080787,6053,0.8852,0.8848,290.0611428372958
"(10, 20]","(40, 50]",0.9331941544885177,958,0.9331941544885177,0.9331941544885177,290.0611428372958
"(10, 20]","(50, 60]",0.8148332503733201,2009,0.8148332503733201,0.8148332503733201,290.0611428372958
"(10, 20]","(60, 70]",0.8265179677819083,3228,0.8265179677819083,0.8265179677819083,290.0611428372958
"(10, 20]","(70, 80]",0.8135216952573159,4955,0.8135216952573159,0.8135216952573159,290.0611428372958
"(10, 20]","(80, 90]",0.7804032766225583,6348,0.777,0.7832,290.0611428372958
"(10, 20]","(90, 100]",0.7936860068259386,11720,0.792,0.7964,290.0611428372958
"(10, 20]","(100, 110]",0.754689358587245,10929,0.7636,0.7572,290.0611428372958
"(10, 20]","(110, 120]",0.7445647540284764,11729,0.7586,0.7552,290.0611428372958
"(10, 20]","(120, 130]",0.7487321114737635,19915,0.7462,0.7452,290.0611428372958
"(10, 20]","(130, 140]",0.7255704058962513,28357,0.7206,0.728,290.0611428372958
"(10, 20]","(140, 150]",0.7129882295442512,24553,0.7154,0.728,290.0611428372958
"(10, 20]","(150, 160]",0.70796719390744,17070,0.706,0.7036,290.0611428372958
"(10, 20]","(160, 170]",0.7125398512221042,5646,0.7106,0.7132,290.0611428372958
"(10, 20]","(170, 180]",0.7346221441124781,1138,0.7346221441124781,0.7346221441124781,290.0611428372958
"(10, 20]","(180, 190]",0.7211961301671064,1137,0.7211961301671064,0.7211961301671064,290.0611428372958
"(10, 20]","(190, 200]",0.8151815181518152,303,0.8151815181518152,0.8151815181518152,290.0611428372958
"(10, 20]","(200, 210]",0.785234899328859,298,0.785234899328859,0.785234899328859,290.0611428372958
"(10, 20]","(220, 230]",0.7166666666666667,180,0.7166666666666667,0.7166666666666667,290.0611428372958
"(10, 20]","(250, 260]",0.8249594813614263,617,0.8249594813614263,0.8249594813614263,290.0611428372958
"(10, 20]","(260, 270]",0.7691176470588236,680,0.7691176470588236,0.7691176470588236,290.0611428372958
"(20, 30]","(0, 10]",0.9247801299332655,22627,0.92,0.916,290.0611428372958
"(20, 30]","(10, 20]",0.8976051291721667,21212,0.8946,0.8944,290.0611428372958
"(20, 30]","(20, 30]",0.8942608695652174,20125,0.8932,0.8876,290.0611428372958
"(20, 30]","(30, 40]",0.893610324205225,12708,0.8916,0.8808,290.0611428372958
"(20, 30]","(40, 50]",0.8946093276801939,1651,0.8946093276801939,0.8946093276801939,290.0611428372958
"(20, 30]","(50, 60]",0.8196457326892109,2484,0.8196457326892109,0.8196457326892109,290.0611428372958
"(20, 30]","(60, 70]",0.8422105526381596,3999,0.8422105526381596,0.8422105526381596,290.0611428372958
"(20, 30]","(70, 80]",0.7928719008264463,7744,0.7924,0.808,290.0611428372958
"(20, 30]","(80, 90]",0.7751027115858669,12170,0.7766,0.7696,290.0611428372958
"(20, 30]","(90, 100]",0.7455832022939598,21622,0.7496,0.7524,290.0611428372958
"(20, 30]","(100, 110]",0.7377577009947619,20809,0.734,0.7408,290.0611428372958
"(20, 30]","(110, 120]",0.7373741932572099,22157,0.7372,0.7436,290.0611428372958
"(20, 30]","(120, 130]",0.6952630551760671,35867,0.6988,0.6908,290.0611428372958
"(20, 30]","(130, 140]",0.6750063765158717,43127,0.6748,0.6856,290.0611428372958
"(20, 30]","(140, 150]",0.66583778636051,37802,0.6564,0.6512,290.0611428372958
"(20, 30]","(150, 160]",0.6624522802840606,24361,0.6482,0.646,290.0611428372958
"(20, 30]","(160, 170]",0.6465213418613758,7661,0.6426,0.6428,290.0611428372958
"(20, 30]","(170, 180]",0.6546546546546547,1665,0.6546546546546547,0.6546546546546547,290.0611428372958
"(20, 30]","(180, 190]",0.7495881383855024,1214,0.7495881383855024,0.7495881383855024,290.0611428372958
"(20, 30]","(190, 200]",0.7928286852589641,502,0.7928286852589641,0.7928286852589641,290.0611428372958
"(20, 30]","(200, 210]",0.6973451327433628,565,0.6973451327433628,0.6973451327433628,290.0611428372958
"(20, 30]","(220, 230]",0.6994328922495274,529,0.6994328922495274,0.6994328922495274,290.0611428372958
"(20, 30]","(250, 260]",0.6397260273972603,730,0.6397260273972603,0.6397260273972603,290.0611428372958
"(20, 30]","(260, 270]",0.6115485564304461,1143,0.6115485564304461,0.6115485564304461,290.0611428372958
"(30, 40]","(0, 10]",0.9179054881248032,28589,0.9134,0.9104,290.0611428372958
"(30, 40]","(10, 20]",0.9045982541755447,29098,0.905,0.9136,290.0611428372958
"(30, 40]","(20, 30]",0.90234404536862,26450,0.902,0.9036,290.0611428372958
