distance_bin,traffic_bin,reception_probability,data_count,5k_reception_probability,2500_reception_probability,max_dist_NM
"(0, 10]","(0, 10]",0.035291631445477596,4732,0.035291631445477596,0.035291631445477596,297.1929101189651
"(0, 10]","(10, 20]",0.06179620983246361,21846,0.9012,0.904,297.1929101189651
"(0, 10]","(20, 30]",0.9690627843494085,9891,0.8958,0.8956,297.1929101189651
"(0, 10]","(30, 40]",0.9462116830537883,3458,0.9462116830537883,0.9462116830537883,297.1929101189651
"(0, 10]","(40, 50]",0.9349577897160399,5212,0.897,0.8964,297.1929101189651
"(0, 10]","(50, 60]",0.8459363957597174,2830,0.8459363957597174,0.8459363957597174,297.1929101189651
"(0, 10]","(60, 70]",0.8931552587646077,599,0.8931552587646077,0.8931552587646077,297.1929101189651
"(0, 10]","(70, 80]",0.8140495867768595,242,0.8140495867768595,0.8140495867768595,297.1929101189651
"(0, 10]","(80, 90]",0.8679245283018868,159,0.8679245283018868,0.8679245283018868,297.1929101189651
"(0, 10]","(90, 100]",0.7583892617449665,149,0.7583892617449665,0.7583892617449665,297.1929101189651
"(0, 10]","(100, 110]",1.0,24,1.0,1.0,297.1929101189651
"(0, 10]","(110, 120]",0.8524173027989822,786,0.8524173027989822,0.8524173027989822,297.1929101189651
"(0, 10]","(120, 130]",0.9,870,0.9,0.9,297.1929101189651
"(0, 10]","(130, 140]",0.7798713235294118,2176,0.7798713235294118,0.7798713235294118,297.1929101189651
"(0, 10]","(140, 150]",0.907972177635099,1869,0.907972177635099,0.907972177635099,297.1929101189651
"(0, 10]","(150, 160]",0.8666666666666667,2625,0.8666666666666667,0.8666666666666667,297.1929101189651
"(0, 10]","(160, 170]",0.15243484224965706,5832,0.1504,0.138,297.1929101189651
"(0, 10]","(170, 180]",0.8802796387998835,6866,0.8796,0.882,297.1929101189651
"(0, 10]","(180, 190]",0.5036503650365036,9999,0.5334,0.8228,297.1929101189651
"(0, 10]","(190, 200]",0.7945776088862906,13684,0.7958,0.798,297.1929101189651
"(0, 10]","(200, 210]",0.27589182968929804,20856,0.9132,0.9172,297.1929101189651
"(0, 10]","(210, 220]",0.16337173631467722,29338,0.372,0.7748,297.1929101189651
"(0, 10]","(220, 230]",0.1890528136863857,20809,0.1846,0.1808,297.1929101189651
