distance_bin,traffic_bin,reception_probability,data_count,5k_reception_probability,2500_reception_probability,max_dist_NM
"(0, 10]","(0, 10]",0.8628724216959511,13090,0.8392,0.8436,291.9984276750208
"(0, 10]","(10, 20]",0.8267978030399795,7829,0.827,0.8224,291.9984276750208
"(0, 10]","(20, 30]",0.827651069833059,4253,0.827651069833059,0.827651069833059,291.9984276750208
"(0, 10]","(30, 40]",0.8372837924407431,1561,0.8372837924407431,0.8372837924407431,291.9984276750208
"(0, 10]","(40, 50]",0.3303802141011443,2709,0.3303802141011443,0.3303802141011443,291.9984276750208
"(0, 10]","(50, 60]",0.8758675078864353,6340,0.8742,0.8116,291.9984276750208
"(0, 10]","(60, 70]",0.8690108819230145,12314,0.6206,0.778,291.9984276750208
"(0, 10]","(70, 80]",0.8019359642591214,13430,0.8094,0.7952,291.9984276750208
"(0, 10]","(80, 90]",0.8613524406627855,11165,0.8654,0.8592,291.9984276750208
"(0, 10]","(90, 100]",0.5892833748198611,7633,0.6314,0.7848,291.9984276750208
"(0, 10]","(100, 110]",0.5289733556921931,16101,0.5922,0.644,291.9984276750208
"(0, 10]","(110, 120]",0.41843387550614236,14571,0.416,0.372,291.9984276750208
"(0, 10]","(120, 130]",0.48041913632514816,9448,0.7646,0.7744,291.9984276750208
"(0, 10]","(130, 140]",0.7594887683965917,2582,0.7594887683965917,0.7594887683965917,291.9984276750208
"(0, 10]","(140, 150]",0.7682008368200837,1195,0.7682008368200837,0.7682008368200837,291.9984276750208
"(0, 10]","(150, 160]",0.7949029126213593,824,0.7949029126213593,0.7949029126213593,291.9984276750208
"(0, 10]","(160, 170]",0.6878980891719745,314,0.6878980891719745,0.6878980891719745,291.9984276750208
"(10, 20]","(0, 10]",0.8272933775991613,28615,0.8268,0.9028,291.9984276750208
"(10, 20]","(10, 20]",0.07887915072213307,24303,0.8938,0.8884,291.9984276750208
"(10, 20]","(20, 30]",0.9007279417646589,12501,0.8966,0.902,291.9984276750208
"(10, 20]","(30, 40]",0.22320471596998928,3732,0.22320471596998928,0.22320471596998928,291.9984276750208
"(10, 20]","(40, 50]",0.7997835497835498,7392,0.845,0.8508,291.9984276750208
"(10, 20]","(50, 60]",0.28580708022085094,18474,0.8244,0.818,291.9984276750208
"(10, 20]","(60, 70]",0.43135788434499056,33427,0.8258,0.8208,291.9984276750208
"(10, 20]","(70, 80]",0.4336729222520107,37300,0.8254,0.8528,291.9984276750208
"(10, 20]","(80, 90]",0.3457893908389737,31765,0.3578,0.1804,291.9984276750208
"(10, 20]","(90, 100]",0.6423119926109572,20571,0.8316,0.7888,291.9984276750208
"(10, 20]","(100, 110]",0.21135155187337704,40435,0.2124,0.196,291.9984276750208
"(10, 20]","(110, 120]",0.21188451079095064,34566,0.2124,0.218,291.9984276750208
"(10, 20]","(120, 130]",0.3170533830926497,24652,0.6986,0.6956,291.9984276750208
"(10, 20]","(130, 140]",0.1682013505217925,4887,0.1682013505217925,0.1682013505217925,291.9984276750208
"(10, 20]","(140, 150]",0.12680652680652682,4290,0.12680652680652682,0.12680652680652682,291.9984276750208
"(10, 20]","(150, 160]",0.6176142697881828,897,0.6176142697881828,0.6176142697881828,291.9984276750208
"(10, 20]","(160, 170]",0.8829953198127926,641,0.8829953198127926,0.8829953198127926,291.9984276750208
"(20, 30]","(0, 10]",0.9014677012246424,42788,0.9188,0.9208,291.9984276750208
"(20, 30]","(10, 20]",0.46339795432921027,33632,0.7936,0.906,291.9984276750208
"(20, 30]","(20, 30]",0.8391219783273132,21594,0.8326,0.8956,291.9984276750208
"(20, 30]","(30, 40]",0.5388329135180521,9528,0.5348,0.8796,291.9984276750208
"(20, 30]","(40, 50]",0.49640287769784175,12927,0.6848,0.826,291.9984276750208
"(20, 30]","(50, 60]",0.166250038576675,32403,0.2064,0.2112,291.9984276750208
"(20, 30]","(60, 70]",0.20933521923620935,52318,0.5578,0.5716,291.9984276750208
"(20, 30]","(70, 80]",0.37140939847521764,53647,0.4604,0.2572,291.9984276750208
"(20, 30]","(80, 90]",0.27141604132150865,41044,0.3772,0.3772,291.9984276750208
"(20, 30]","(90, 100]",0.2131940054293258,26891,0.4526,0.666,291.9984276750208
"(20, 30]","(100, 110]",0.2212368311410035,50403,0.5776,0.4992,291.9984276750208
"(20, 30]","(110, 120]",0.2120195178192749,48571,0.0,0.2272,291.9984276750208
"(20, 30]","(120, 130]",0.27123078279784824,34019,0.5738,0.5704,291.9984276750208
"(20, 30]","(130, 140]",0.19573835480673935,8072,0.1758,0.1744,291.9984276750208
"(20, 30]","(140, 150]",0.19553072625698323,5907,0.199,0.534,291.9984276750208
"(20, 30]","(150, 160]",0.22146507666098808,587,0.22146507666098808,0.22146507666098808,291.9984276750208
"(20, 30]","(160, 170]",0.14788004136504654,967,0.14788004136504654,0.14788004136504654,291.9984276750208
"(30, 40]","(0, 10]",0.22281945108032064,75348,0.923,0.5972,291.9984276750208
"(30, 40]","(10, 20]",0.5130201460367732,45468,0.1302,0.1372,291.9984276750208
"(30, 40]","(20, 30]",0.169423318319427,27086,0.1888,0.1916,291.9984276750208
"(30, 40]","(30, 40]",0.0,8768,0.0,0.6212,291.9984276750208
"(30, 40]","(40, 50]",0.23910909777274444,13245,0.2302,0.7072,291.9984276750208
"(30, 40]","(50, 60]",0.20728688822151084,30301,0.414,0.4208,291.9984276750208
"(30, 40]","(60, 70]",0.24838727262815505,55031,0.419,0.3044,291.9984276750208
"(30, 40]","(70, 80]",0.22227590738664915,51742,0.1938,0.184,291.9984276750208
"(30, 40]","(80, 90]",0.27091764191184514,36572,0.28,0.2404,291.9984276750208
"(30, 40]","(90, 100]",0.34093323216995447,26360,0.4118,0.4172,291.9984276750208
"(30, 40]","(100, 110]",0.2716731209294138,45448,0.1954,0.198,291.9984276750208
"(30, 40]","(110, 120]",0.24589011587038842,44101,0.0,0.0,291.9984276750208
"(30, 40]","(120, 130]",0.3040234089246525,27340,0.3034,0.458,291.9984276750208
"(30, 40]","(130, 140]",0.0,8055,0.0,0.0,291.9984276750208
"(30, 40]","(140, 150]",0.0,7163,0.0,0.2232,291.9984276750208
