distance_bin,traffic_bin,reception_probability,data_count,5k_reception_probability,2500_reception_probability,max_dist_NM
"(0, 10]","(0, 10]",0.512646793134598,2214,0.512646793134598,0.512646793134598,299.2919436733569
"(0, 10]","(10, 20]",0.48314606741573035,1335,0.48314606741573035,0.48314606741573035,299.2919436733569
"(0, 10]","(20, 30]",0.5498154981549815,813,0.5498154981549815,0.5498154981549815,299.2919436733569
"(0, 10]","(30, 40]",0.6650717703349283,209,0.6650717703349283,0.6650717703349283,299.2919436733569
"(0, 10]","(40, 50]",0.571992110453649,1521,0.571992110453649,0.571992110453649,299.2919436733569
"(0, 10]","(50, 60]",0.521785906401291,1859,0.521785906401291,0.521785906401291,299.2919436733569
"(0, 10]","(60, 70]",0.5502074688796681,1205,0.5502074688796681,0.5502074688796681,299.2919436733569
"(0, 10]","(70, 80]",0.5070821529745042,1059,0.5070821529745042,0.5070821529745042,299.2919436733569
"(0, 10]","(80, 90]",0.5225285810356423,1487,0.5225285810356423,0.5225285810356423,299.2919436733569
"(0, 10]","(90, 100]",0.5484022556390977,2128,0.5484022556390977,0.5484022556390977,299.2919436733569
"(0, 10]","(100, 110]",0.275805570726379,3662,0.275805570726379,0.275805570726379,299.2919436733569
"(0, 10]","(110, 120]",0.5760482323924363,3649,0.5760482323924363,0.5760482323924363,299.2919436733569
"(0, 10]","(120, 130]",0.5322697606961566,1379,0.5322697606961566,0.5322697606961566,299.2919436733569
"(0, 10]","(130, 140]",0.5086505190311419,578,0.5086505190311419,0.5086505190311419,299.2919436733569
"(0, 10]","(140, 150]",0.4513888888888889,144,0.4513888888888889,0.4513888888888889,299.2919436733569
"(0, 10]","(150, 160]",0.5277777777777778,36,0.5277777777777778,0.5277777777777778,299.2919436733569
"(0, 10]","(170, 180]",0.39473684210526316,38,0.39473684210526316,0.39473684210526316,299.2919436733569
"(0, 10]","(180, 190]",0.4117647058823529,34,0.4117647058823529,0.4117647058823529,299.2919436733569
"(0, 10]","(200, 210]",0.7906976744186046,43,0.7906976744186046,0.7906976744186046,299.2919436733569
"(0, 10]","(220, 230]",0.7439024390243902,164,0.7439024390243902,0.7439024390243902,299.2919436733569
"(10, 20]","(0, 10]",0.5907279489904357,7528,0.5928,0.5912,299.2919436733569
"(10, 20]","(10, 20]",0.6533468559837728,4930,0.6533468559837728,0.6533468559837728,299.2919436733569
"(10, 20]","(20, 30]",0.7172932330827068,1995,0.7172932330827068,0.7172932330827068,299.2919436733569
"(10, 20]","(30, 40]",0.6441484300666033,1051,0.6441484300666033,0.6441484300666033,299.2919436733569
"(10, 20]","(40, 50]",0.7268101761252446,2555,0.7268101761252446,0.7268101761252446,299.2919436733569
"(10, 20]","(50, 60]",0.675488840608335,5063,0.6766,0.6748,299.2919436733569
"(10, 20]","(60, 70]",0.6863036610295484,5381,0.6796,0.6744,299.2919436733569
"(10, 20]","(70, 80]",0.7136396096167579,4201,0.7136396096167579,0.7136396096167579,299.2919436733569
