distance_bin,traffic_bin,reception_probability,data_count,5k_reception_probability,2500_reception_probability,max_dist_NM
"(0, 10]","(0, 10]",0.7251908396946565,3537,0.7251908396946565,0.7251908396946565,272.19375970207125
"(0, 10]","(10, 20]",0.06705426356589148,2580,0.06705426356589148,0.06705426356589148,272.19375970207125
"(0, 10]","(20, 30]",0.9447731755424064,1521,0.9447731755424064,0.9447731755424064,272.19375970207125
"(0, 10]","(30, 40]",0.573015354459327,3061,0.573015354459327,0.573015354459327,272.19375970207125
"(0, 10]","(40, 50]",0.9190082644628099,4235,0.9190082644628099,0.9190082644628099,272.19375970207125
"(0, 10]","(50, 60]",0.9160467587672688,2823,0.9160467587672688,0.9160467587672688,272.19375970207125
"(0, 10]","(60, 70]",0.8655970541820095,3802,0.8655970541820095,0.8655970541820095,272.19375970207125
"(0, 10]","(70, 80]",0.8846732911773563,3321,0.8846732911773563,0.8846732911773563,272.19375970207125
"(0, 10]","(80, 90]",0.882304070894489,3611,0.882304070894489,0.882304070894489,272.19375970207125
"(0, 10]","(90, 100]",0.7462292609351433,2652,0.7462292609351433,0.7462292609351433,272.19375970207125
"(0, 10]","(100, 110]",0.9136442141623489,1158,0.9136442141623489,0.9136442141623489,272.19375970207125
"(10, 20]","(0, 10]",0.9660003028926246,13206,0.976,0.9752,272.19375970207125
"(10, 20]","(10, 20]",0.8548463356973995,8460,0.9216,0.962,272.19375970207125
"(10, 20]","(20, 30]",0.6944995491433724,5545,0.9694,0.9524,272.19375970207125
"(10, 20]","(30, 40]",0.9235173824130879,17115,0.9238,0.9236,272.19375970207125
"(10, 20]","(40, 50]",0.7064244339125856,18990,0.9072,0.9132,272.19375970207125
"(10, 20]","(50, 60]",0.909317421808406,15251,0.8942,0.8928,272.19375970207125
"(10, 20]","(60, 70]",0.9487061529614721,17390,0.906,0.8992,272.19375970207125
"(10, 20]","(70, 80]",0.27703770602844885,17716,0.5798,0.8904,272.19375970207125
"(10, 20]","(80, 90]",0.7260183096722834,22611,0.7042,0.5692,272.19375970207125
"(10, 20]","(90, 100]",0.8624604654934718,12331,0.8636,0.788,272.19375970207125
"(10, 20]","(100, 110]",0.8397019947128094,4161,0.8397019947128094,0.8397019947128094,272.19375970207125
"(10, 20]","(110, 120]",0.9181034482758621,232,0.9181034482758621,0.9181034482758621,272.19375970207125
"(20, 30]","(0, 10]",0.047174163783160326,34680,0.971,0.968,272.19375970207125
"(20, 30]","(10, 20]",0.9422849716446124,16928,0.9538,0.832,272.19375970207125
"(20, 30]","(20, 30]",0.9327292696320703,14568,0.6248,0.9048,272.19375970207125
"(20, 30]","(30, 40]",0.9018946503988737,34096,0.8902,0.8856,272.19375970207125
"(20, 30]","(40, 50]",0.87804037111334,31904,0.554,0.8736,272.19375970207125
"(20, 30]","(50, 60]",0.8590549308693142,29437,0.6606,0.6572,272.19375970207125
"(20, 30]","(60, 70]",0.6514886815596773,26903,0.455,0.8116,272.19375970207125
"(20, 30]","(70, 80]",0.8184340128420922,32082,0.7474,0.7408,272.19375970207125
"(20, 30]","(80, 90]",0.31526999490575647,31408,0.7064,0.8272,272.19375970207125
"(20, 30]","(90, 100]",0.5121403449298699,23599,0.698,0.834,272.19375970207125
"(20, 30]","(100, 110]",0.7279012345679012,6075,0.7274,0.5588,272.19375970207125
"(20, 30]","(110, 120]",0.8407871198568873,559,0.8407871198568873,0.8407871198568873,272.19375970207125
