,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,291,182,185,519,619,728,616,263,318,715,631,624,481,1142,808,524,764,528,570,227,272,196,140,188,8
2,982,1868,3580,5570,8158,10255,10104,8867,9187,8467,8621,8626,9348,11579,11545,8870,7909,6210,5350,3834,3242,2819,1533,970,348
3,1706,4826,7304,10486,16052,23680,23659,21810,20364,16654,18977,17005,17387,22610,19177,14159,13471,10910,8828,6606,5183,4898,3033,1399,373
4,4489,8437,16310,23576,30508,40802,36778,35261,35218,29192,31166,29651,31352,37188,36739,27121,20297,17680,13494,12569,8332,6756,4814,2318,569
5,2839,8357,15305,18707,28190,36500,35655,32750,31534,25757,26911,25541,29044,33889,31616,22119,17496,14940,12561,10341,9193,7386,4659,2466,881
6,1642,3786,5871,6106,12288,13783,13851,12036,9833,9211,10007,9452,9067,11349,10011,7929,5944,5327,4340,3503,3352,2748,1723,952,557
7,537,1302,2914,3748,4617,5698,5927,5590,3419,3195,3290,3421,3142,3499,3650,3010,2233,1988,1992,1650,1389,1234,894,420,193
8,1124,3234,5588,5144,9022,10749,10716,9419,8607,6796,6613,5708,5734,5721,6312,5493,3880,3648,3270,2870,2157,1787,1256,925,246
9,2318,4621,5673,7900,9779,9614,9933,8958,7872,7629,6015,6272,6032,6373,6793,5515,4202,4313,3109,2988,2547,1892,1475,879,390
10,1826,3820,7891,8648,11956,10667,11040,9771,10781,8993,8251,7297,6708,6106,8460,5336,5068,4454,3705,2801,2262,1962,1519,598,355
11,1297,3795,5959,6531,9229,9808,9108,7244,7574,6229,5100,4938,4152,4229,4900,3114,2520,2771,2363,2156,1880,1603,1140,453,178
12,1491,2852,6811,9056,8550,9026,8617,7121,8204,5200,5804,4794,4980,3754,5484,3984,2650,2544,2196,1751,1851,1763,1122,613,149
13,2366,4784,6457,7955,8509,8149,7466,6003,5907,5585,4733,4942,4075,4039,4421,3391,2592,2340,2250,1967,1386,1050,1016,631,273
14,3272,5435,8828,11455,10954,8393,7247,7006,7224,6237,5701,4879,4490,3921,4942,3341,3678,2690,2408,2122,2015,1563,1056,613,307
15,3473,3885,5747,8230,7975,5943,5330,3876,3936,4030,3218,3068,3366,2753,3394,2644,1893,1858,1358,1239,1012,972,759,364,105
16,3426,4337,4971,6177,5611,4958,4284,3652,3700,3516,2658,2767,2480,1987,2237,1884,1692,1397,1353,1033,903,708,575,202,71
17,2119,4217,5221,4957,3926,3241,2983,2339,3335,2332,2258,1731,1617,1555,1510,1104,1015,792,893,852,538,494,334,155,44
18,2778,4714,6248,5779,5445,4371,4302,3330,3717,2562,2503,1896,1742,1526,2315,1684,1295,821,1040,726,514,608,286,223,79
19,2551,6718,10424,10798,9083,8267,6660,5090,3676,2952,2755,2357,1890,1844,2053,1133,1152,1071,969,671,631,554,295,239,25
20,5056,10126,17390,18711,16895,12420,11741,7859,5642,4324,3329,2731,2362,1679,1455,1123,791,923,841,548,397,394,163,122,22
21,8744,17614,34483,34745,27926,22155,19410,15059,11188,8367,6260,4886,3712,2886,2472,1836,1367,1373,1294,1068,631,641,234,126,43
22,9038,18099,29088,33258,27333,19156,17717,13728,10053,7896,5360,4335,3322,3012,2601,1630,1182,1285,1107,833,504,414,226,119,19
23,5194,13004,17967,20056,17635,12465,10793,7686,6530,4739,3561,2835,1998,1649,1266,785,601,598,609,545,441,222,115,56,10
24,6704,13732,19043,20462,20298,13026,9856,7785,5838,3789,3237,2587,1708,1309,1141,568,475,453,478,300,266,205,100,68,8
25,1870,4574,6218,7084,6530,4554,3018,2107,1833,1059,896,651,446,381,231,182,130,64,117,87,53,47,42,5,6
